a_first,a_second,b_first,b_second,c_first,c_second
02:01,25:01,18:01,44:02,05:01,12:03
11:01,29:01,07:05,48:01,08:01,15:05
03:01,29:01,07:02,07:05,07:01,15:05
01:01,24:02,49:01,55:01,03:03,07:01
02:01,03:01,07:02,35:01,04:01,07:02
01:01,11:01,44:03,57:01,04:01,06:02
02:01,26:01,15:01,51:01,03:04,15:02
02:01,24:02,13:02,13:02,06:02,07:02
02:01,68:01,44:02,51:01,05:01,07:04
01:01,24:02,07:02,35:01,04:01,07:02
11:01,32:01,35:01,40:01,03:04,04:01
02:01,25:01,15:01,18:01,04:01,12:03
01:01,01:01,08:01,08:01,07:01,07:01
03:01,31:01,07:02,51:01,07:02,14:02
03:01,11:01,07:02,35:01,04:01,07:02
02:01,03:01,07:02,40:01,03:04,07:02
03:01,32:01,14:01,52:01,05:01,12:02
02:01,25:01,15:01,18:01,04:01,12:03
01:01,02:01,08:01,40:01,03:04,07:01
01:01,68:01,40:01,51:01,03:04,15:02
02:01,26:01,08:01,55:01,03:03,07:01
02:01,03:01,15:01,40:01,03:04,03:04
01:01,03:01,08:01,14:02,05:01,08:02
02:01,02:01,15:01,44:02,03:04,07:04
02:01,03:01,44:02,55:01,03:03,05:01
02:01,24:02,07:02,44:03,07:02,16:01
01:01,24:02,08:01,56:01,01:02,07:01
01:01,02:01,08:01,15:01,03:03,07:01
23:01,24:02,07:02,51:01,07:02,16:01
02:01,03:01,44:02,55:01,03:03,05:01
11:01,23:01,35:01,44:03,04:01,04:01
03:01,24:02,07:02,15:01,03:03,07:02
03:01,30:01,35:01,57:01,04:01,06:02
03:01,23:01,07:02,44:03,04:01,07:02
24:02,24:02,15:18,40:01,04:01,07:04
02:01,02:01,44:02,55:01,03:03,05:01
02:01,02:01,07:02,44:02,07:02,07:04
02:01,32:01,15:01,44:02,03:03,05:01
02:01,68:01,18:01,35:03,04:01,07:01
03:02,26:01,40:01,44:02,03:04,16:04
11:01,32:01,07:02,27:05,02:02,07:02
01:01,24:02,08:01,44:02,05:01,07:01
03:01,24:02,27:02,35:08,03:04,04:01
02:01,11:01,39:01,44:02,05:01,07:02
03:01,24:02,27:02,35:08,03:04,04:01
23:01,26:01,27:05,44:03,01:02,04:01
02:02,24:02,15:13,58:01,03:02,08:01
02:01,33:03,44:03,55:02,01:02,14:03
01:01,26:01,08:01,38:01,07:01,12:03
03:01,31:01,40:01,40:01,03:04,03:04
03:01,24:02,07:02,35:03,04:01,07:02
02:01,68:01,35:01,40:01,03:04,04:01
03:01,24:02,07:02,40:01,03:04,07:02
03:01,26:01,44:02,55:01,03:03,05:01
01:01,25:01,08:01,44:02,05:01,07:01
01:01,01:01,08:01,40:01,03:04,07:01
01:01,03:01,07:02,57:01,06:02,07:02
01:01,02:01,40:01,57:01,03:04,06:02
02:01,68:01,35:03,40:01,03:04,04:01
03:01,11:01,07:02,35:01,04:01,07:02
01:01,02:01,08:01,37:01,06:02,07:01
03:01,24:02,07:02,44:02,05:01,07:02
01:01,68:02,08:01,14:02,07:01,08:02
01:01,02:01,08:01,15:01,03:03,07:01
30:01,32:01,13:02,44:03,06:02,16:01
03:01,03:01,07:02,40:01,03:04,07:02
24:02,68:02,07:02,14:02,05:01,07:02
01:01,02:01,07:02,44:02,05:01,07:02
02:01,34:02,08:01,35:03,04:01,07:01
03:01,30:04,07:02,57:03,07:01,07:02
02:01,26:01,44:02,44:03,05:01,16:01
02:01,68:01,35:01,44:02,04:01,07:04
02:01,29:02,44:02,81:01,05:01,08:04
03:01,32:01,07:02,40:02,02:02,07:02
11:01,24:02,35:01,39:01,04:01,07:02
01:01,02:01,08:01,08:01,07:01,07:01
01:01,02:01,08:01,44:02,05:01,07:01
01:01,02:01,15:01,52:01,03:04,12:02
02:01,29:02,44:03,51:01,16:01,16:01
03:01,32:01,07:02,40:02,02:02,07:02
02:01,02:01,07:02,40:01,03:04,07:02
02:01,31:01,07:05,44:02,05:01,15:05
01:01,02:01,15:17,44:02,05:01,07:01
02:01,02:01,15:01,44:02,03:03,03:03
31:01,32:01,40:01,44:03,03:04,16:01
24:02,24:02,40:01,40:02,15:02,15:02
03:01,25:01,18:01,35:03,04:01,12:03
26:01,68:02,14:02,27:05,02:02,08:02
02:01,68:01,27:05,40:01,02:02,03:04
01:01,02:01,08:01,35:03,04:01,07:01
03:01,03:01,07:02,51:01,07:02,14:02
24:02,30:02,18:01,51:01,05:01,12:03
02:01,31:01,15:17,44:02,05:01,07:01
11:01,11:01,08:01,35:01,04:01,07:01
24:02,33:03,52:01,58:01,03:02,12:02
02:01,02:01,08:01,44:03,07:01,16:01
03:01,24:02,07:02,18:01,07:01,07:02
31:01,32:01,35:08,40:02,02:02,04:01
01:01,03:01,08:01,40:01,03:04,07:01
02:01,02:01,15:01,44:03,03:04,16:01
02:01,24:02,13:02,18:01,06:02,07:01
24:02,24:02,35:03,38:01,04:01,12:03
02:01,02:01,07:02,44:02,05:01,07:02
31:01,34:01,40:02,46:01,01:02,15:02
03:01,03:01,14:02,35:01,04:01,08:02
02:01,02:05,13:02,49:01,06:02,07:01
02:01,03:01,14:02,40:01,03:04,08:02
02:02,24:02,47:01,51:01,02:02,06:02
02:01,33:01,07:02,14:02,07:02,08:02
03:01,30:01,13:02,13:02,06:02,06:02
30:01,68:01,13:02,40:01,03:04,06:02
01:01,02:01,37:01,44:02,05:01,06:02
02:02,11:01,18:03,52:01,07:02,12:02
01:01,02:01,44:02,57:01,05:01,06:02
02:01,31:01,18:01,44:02,05:01,12:03
01:01,03:01,08:01,27:05,02:02,07:01
02:01,25:01,15:01,18:03,03:03,07:01
01:01,02:01,08:01,45:01,07:01,16:01
03:01,03:01,07:02,45:01,06:02,07:02
02:01,02:01,40:01,51:01,03:04,14:03
29:02,30:02,18:01,56:01,01:02,05:01
01:01,11:01,08:01,27:02,02:02,07:01
01:01,01:01,08:01,08:01,07:01,07:01
11:01,25:01,13:02,18:01,06:02,12:03
02:01,02:01,08:01,57:01,06:02,07:01
02:01,23:01,13:02,44:03,04:01,06:02
02:05,24:02,39:06,50:01,06:02,07:02
02:01,68:01,27:05,40:01,02:02,03:04
02:01,11:01,27:05,35:01,02:02,04:01
02:01,03:01,15:01,35:28,03:03,04:01
01:01,02:01,08:01,35:01,04:01,07:01
02:01,68:01,49:01,51:01,07:01,14:02
26:01,68:01,15:01,44:02,03:04,07:04
03:01,03:01,07:02,35:01,04:01,07:02
01:01,03:01,07:02,08:01,07:01,07:02
31:01,34:01,40:02,46:01,01:02,15:02
03:01,26:01,07:02,38:01,07:02,12:03
03:01,11:01,07:02,57:01,06:02,07:02
01:01,24:02,08:01,52:01,07:01,12:02
01:01,02:01,35:02,51:01,04:01,07:01
02:01,02:01,27:05,40:01,02:02,03:04
02:01,11:01,18:01,35:01,04:01,07:01
02:01,02:01,15:01,40:01,03:04,03:04
01:01,29:02,37:01,44:03,06:02,16:01
01:01,02:01,08:01,45:01,07:01,16:01
01:01,32:01,18:01,44:02,05:01,12:03
02:01,24:03,35:03,38:01,04:01,12:03
01:01,30:01,08:01,13:02,06:02,07:01
02:01,68:01,49:01,51:01,07:01,14:02
02:01,11:01,15:01,15:01,03:03,03:04
02:01,34:02,27:05,58:02,01:02,06:02
02:01,03:01,15:01,40:01,03:04,03:04
03:01,23:01,14:03,35:03,04:01,08:02
02:01,32:01,07:02,40:01,03:04,07:02
02:01,03:01,07:02,14:02,07:02,08:02
02:01,24:03,35:03,38:01,04:01,12:03
03:02,31:01,13:02,40:01,03:04,06:02
01:01,25:01,07:02,18:01,07:02,12:03
02:01,03:02,39:01,44:02,12:03,16:04
01:01,32:01,07:02,51:01,03:03,07:02
01:01,03:01,07:02,57:01,06:02,07:02
03:01,32:01,07:02,27:05,01:02,07:02
03:01,30:04,15:01,56:01,01:02,03:04
02:01,02:01,44:02,51:01,05:01,15:02
02:06,03:01,07:02,48:01,07:02,08:01
30:01,32:01,07:02,13:02,06:02,07:02
02:01,24:02,27:05,40:01,02:02,03:04
11:01,29:02,08:01,40:01,03:04,07:01
03:01,03:01,07:02,50:01,06:02,07:02
02:05,33:01,14:02,37:01,06:02,08:02
02:01,02:05,15:18,44:02,05:01,06:02
02:01,29:02,40:01,44:02,03:04,05:01
02:01,24:02,08:01,27:05,02:02,07:01
02:01,03:01,44:02,44:02,05:01,07:04
02:01,03:01,07:02,35:01,04:01,07:02
29:02,68:01,40:02,44:04,02:02,16:01
24:02,31:01,27:05,44:02,01:02,07:04
02:01,29:02,40:01,44:03,03:04,16:01
01:01,24:02,07:02,39:06,07:02,07:02
02:01,24:02,07:02,07:02,07:02,07:02
02:05,03:01,40:01,49:01,03:04,07:01
01:01,02:01,07:02,08:01,07:01,07:02
02:01,02:05,07:02,49:01,07:01,07:02
02:01,11:01,08:01,44:02,05:01,07:01
03:01,32:01,07:02,27:05,01:02,07:02
02:01,03:01,15:01,27:05,03:04,07:04
02:01,30:01,13:02,44:02,05:01,06:02
02:01,24:02,15:01,35:03,01:02,04:01
03:01,30:02,14:02,18:01,05:01,08:02
02:01,29:02,44:02,44:03,07:04,16:01
02:01,03:01,07:02,18:01,07:01,07:02
01:01,24:02,07:02,08:01,07:01,07:02
02:01,24:02,07:02,51:01,07:02,12:03
02:01,24:02,07:02,18:01,07:01,07:02
01:01,24:02,13:01,41:01,03:04,unmapped
01:01,24:02,18:01,44:02,01:02,07:01
03:01,24:02,07:02,40:02,03:04,07:02
01:01,02:01,07:02,51:01,01:02,07:02
01:01,02:01,08:01,44:02,07:01,07:04
02:01,29:02,15:01,44:03,03:03,16:01
02:01,02:01,15:01,38:01,03:03,12:03
03:01,11:01,07:02,38:01,07:02,12:03
03:01,03:01,07:02,35:01,04:01,07:02
02:01,24:02,07:02,44:02,05:01,07:02
02:01,24:02,35:03,51:01,02:02,12:03
01:01,11:01,08:01,35:01,04:01,07:01
03:01,24:02,13:02,35:01,04:01,06:02
01:01,03:01,37:01,51:01,01:02,06:02
02:06,24:02,27:05,44:02,03:03,05:01
02:01,30:04,07:02,50:01,06:02,07:02
02:06,03:01,07:02,40:01,03:04,07:02
24:02,31:01,27:05,44:02,01:02,07:04
01:01,01:01,08:01,44:02,05:01,07:01
02:01,29:02,39:01,53:01,04:01,07:02
01:01,02:01,08:01,44:02,05:01,07:01
02:01,25:01,13:02,18:01,06:02,12:03
01:01,02:01,08:01,57:01,06:02,07:01
01:01,11:01,44:03,55:01,03:03,04:01
02:01,02:01,40:01,44:02,03:04,05:01
30:01,unmapped,15:03,42:01,02:10,unmapped
02:01,68:02,40:01,40:01,03:04,03:04
03:01,31:01,07:02,27:05,01:02,07:02
01:01,02:01,44:03,52:01,12:02,16:01
01:01,02:01,08:01,15:01,03:04,07:01
23:01,24:02,08:01,14:01,07:02,08:02
01:01,02:01,08:01,47:01,06:02,07:01
01:01,03:01,08:01,35:01,04:01,07:01
01:01,24:02,08:01,39:06,07:01,07:02
02:01,68:01,40:02,44:02,02:02,05:01
02:01,11:01,35:01,40:02,02:02,04:01
01:01,01:01,08:01,08:01,07:01,07:01
01:01,01:01,41:01,44:03,04:01,unmapped
02:01,23:01,14:02,40:02,02:02,08:02
02:01,29:02,44:03,44:03,16:01,16:01
02:01,unmapped,15:01,44:03,01:02,03:03
02:01,32:01,07:02,40:01,03:04,07:02
03:01,24:02,14:02,49:01,07:01,08:02
31:01,31:01,08:01,27:05,02:02,07:01
01:01,68:01,07:02,44:02,05:01,07:02
01:01,24:02,07:02,40:02,01:02,07:02
01:01,02:01,15:01,39:06,03:04,07:02
02:01,11:01,35:01,44:02,03:03,04:01
02:01,03:01,44:03,51:01,04:01,15:02
03:01,26:01,38:01,51:01,12:03,14:02
02:01,02:01,07:02,27:05,02:02,07:02
29:02,30:04,41:01,44:03,16:01,unmapped
01:01,30:01,52:01,57:01,06:02,12:02
24:02,26:01,07:02,35:01,04:01,05:01
01:01,02:01,08:01,40:01,03:04,07:01
02:01,30:04,37:01,44:02,05:01,06:02
01:01,68:01,38:01,41:01,12:03,unmapped
03:01,24:02,35:01,40:01,03:04,04:01
02:01,24:02,15:01,27:05,02:02,03:04
01:01,11:01,35:01,57:01,04:01,06:02
01:01,24:02,37:01,44:02,05:01,06:02
01:01,03:02,08:01,35:01,02:02,07:01
02:01,66:01,08:01,18:01,07:01,12:03
01:01,02:01,08:01,44:03,07:01,16:01
01:01,02:01,08:01,27:03,07:01,16:01
02:01,11:01,40:01,44:02,03:04,05:01
24:02,32:01,18:01,40:02,02:02,07:01
03:01,68:01,07:02,18:01,07:01,07:02
02:01,32:01,18:01,39:06,07:01,07:02
03:01,24:02,14:02,35:01,04:01,08:02
01:01,26:01,08:01,56:01,01:02,07:01
01:01,02:01,08:01,08:01,07:01,07:01
01:01,02:01,08:01,44:02,05:01,07:01
01:01,24:02,35:01,55:01,03:03,04:01
01:01,01:01,08:01,08:01,07:01,07:02
01:01,03:01,08:01,57:01,06:02,07:01
02:01,24:02,18:01,35:03,04:01,07:04
24:02,26:01,38:01,41:01,12:03,unmapped
02:01,34:01,15:13,15:21,04:03,08:01
02:01,26:01,15:01,27:05,01:02,03:04
11:01,26:01,07:02,18:01,07:01,07:02
03:01,24:02,07:02,40:01,03:04,12:03
02:01,02:01,07:02,15:01,03:03,07:02
02:01,02:01,49:01,51:01,07:01,15:02
02:01,23:01,07:02,44:03,04:01,07:02
01:01,24:02,07:02,40:01,03:04,07:02
02:05,25:01,18:01,49:01,07:01,12:03
02:03,69:01,27:02,35:03,02:02,04:01
02:01,03:01,07:02,44:02,05:01,07:02
02:01,11:01,35:01,49:01,04:01,07:01
02:01,33:01,14:02,18:01,07:01,08:02
26:01,26:01,07:02,27:05,02:02,07:02
02:01,68:01,07:02,35:03,04:01,07:02
02:01,32:01,07:02,35:03,04:01,07:02
01:01,01:01,08:01,08:01,07:01,07:01
03:01,68:01,07:02,44:02,07:02,07:04
24:02,31:01,15:18,40:06,07:04,08:01
02:01,24:02,07:02,35:01,04:01,07:01
01:01,03:01,07:02,57:01,07:01,07:02
02:01,24:02,15:01,57:01,03:03,06:02
11:01,24:02,15:01,15:01,03:03,05:01
01:01,03:01,07:02,07:02,07:02,07:02
11:01,11:01,40:01,51:01,03:04,15:02
02:01,03:01,13:02,35:01,04:01,06:02
02:01,02:01,07:02,18:01,07:02,12:03
02:01,30:04,37:01,44:02,05:01,06:02
02:01,02:01,07:02,44:02,05:01,07:02
01:01,02:05,15:03,44:03,04:01,12:03
01:01,02:01,35:01,44:03,04:01,16:01
01:01,02:01,44:03,57:01,06:02,16:01
01:01,29:02,08:01,45:01,06:02,07:01
30:01,31:01,40:01,40:01,03:04,07:01
01:01,02:01,08:01,15:01,03:04,07:01
02:01,02:01,13:02,44:02,05:01,06:02
01:01,11:01,07:02,07:02,07:01,07:02
01:01,26:01,35:01,35:03,04:01,14:02
01:01,03:01,07:02,08:01,07:01,07:02
02:01,03:01,07:02,44:02,07:02,07:04
02:01,68:02,44:02,57:02,07:04,unmapped
23:01,23:01,44:03,45:01,04:01,06:02
02:01,24:02,07:02,18:01,05:01,07:02
30:01,32:01,13:02,27:05,02:02,06:02
01:01,29:02,07:02,44:02,05:01,07:02
02:01,03:01,07:02,15:01,03:03,07:02
02:01,02:01,40:01,55:01,03:03,03:04
02:01,30:02,13:02,50:01,04:01,06:02
11:01,29:02,35:03,35:03,12:03,16:01
02:01,24:02,15:01,15:01,01:02,03:04
02:01,11:01,35:01,44:02,04:01,05:01
01:01,24:02,08:01,37:01,06:02,07:01
01:01,29:02,08:01,44:03,07:01,16:01
03:01,03:01,07:02,27:05,02:02,07:02
02:01,02:01,07:02,15:01,03:04,07:02
01:01,24:02,08:01,51:01,01:02,07:01
01:01,11:01,08:01,15:01,04:01,07:01
01:01,24:02,08:01,14:02,07:01,08:02
11:01,26:01,44:02,55:01,03:03,05:01
02:01,02:01,15:01,44:02,04:01,05:01
02:01,02:01,44:02,55:01,03:03,05:01
01:01,01:01,08:01,57:01,06:02,07:01
02:01,25:01,58:01,58:01,07:01,07:04
11:01,24:02,52:01,54:01,01:02,12:02
01:01,02:01,37:01,57:01,06:02,06:02
02:01,02:01,27:05,44:02,02:02,05:01
02:01,02:01,44:02,44:05,05:01,05:01
01:01,01:01,08:01,08:01,07:01,07:01
02:01,32:01,07:02,14:02,07:02,08:02
03:01,11:01,35:01,40:01,03:04,04:01
01:01,02:01,08:01,51:01,07:01,15:02
02:01,11:01,14:02,15:01,03:03,08:02
02:01,30:01,13:02,15:01,03:03,06:02
11:01,24:02,39:01,48:01,07:02,08:01
02:01,03:01,07:02,40:01,03:04,07:02
30:01,33:03,15:16,35:01,04:01,14:02
01:01,02:01,45:01,58:01,03:04,16:01
03:01,30:01,42:01,49:01,07:01,unmapped
30:01,unmapped,15:03,42:01,02:10,unmapped
03:01,33:01,07:02,78:01,07:02,16:01
01:01,23:01,08:01,15:03,02:10,07:01
03:01,30:02,08:01,35:01,04:01,07:01
23:01,30:01,42:01,44:03,04:01,unmapped
34:02,68:02,15:10,44:03,03:04,04:01
02:01,23:01,49:01,53:01,04:01,04:01
02:02,26:01,08:01,45:01,03:04,16:01
02:01,02:02,35:01,53:01,04:01,16:02
23:01,80:01,58:01,81:01,03:04,unmapped
02:01,02:01,35:01,40:01,03:04,04:01
01:02,34:02,07:02,49:01,07:01,15:05
02:01,33:03,15:10,41:01,03:04,unmapped
30:01,68:02,15:03,53:01,02:10,04:01
02:01,unmapped,18:01,52:01,07:01,16:01
02:05,23:01,53:01,53:01,04:01,04:01
30:02,unmapped,15:03,15:03,02:10,07:01
23:01,66:02,58:01,58:01,07:01,07:01
01:01,02:02,08:01,81:01,07:01,unmapped
02:01,23:01,35:01,44:02,04:01,05:01
02:01,26:01,49:01,53:01,07:01,07:01
02:01,unmapped,07:02,15:03,04:01,07:02
30:01,30:02,42:02,57:03,unmapped,unmapped
34:02,66:02,07:02,57:03,07:02,unmapped
30:01,36:01,42:01,53:01,04:01,unmapped
01:02,unmapped,42:01,58:01,03:04,unmapped
03:01,66:01,07:02,58:02,06:02,07:02
01:01,03:01,08:01,45:01,07:01,16:01
03:01,66:03,07:02,44:03,04:01,07:02
29:02,68:01,44:03,58:02,06:02,16:01
02:02,68:01,35:01,58:02,04:01,06:02
02:01,31:01,44:02,58:02,06:02,07:04
02:01,02:01,15:01,44:03,03:03,07:01
02:02,30:01,42:01,53:01,04:01,unmapped
23:01,30:02,07:02,42:01,15:05,unmapped
01:01,80:01,53:01,57:01,04:01,06:02
02:02,23:01,15:03,58:01,02:10,unmapped
03:01,30:01,53:01,57:03,04:01,unmapped
23:01,24:02,08:01,45:01,03:04,04:01
01:01,02:01,53:01,81:01,04:01,unmapped
33:03,unmapped,35:01,53:01,04:01,04:01
02:01,30:02,15:03,18:01,02:10,07:04
24:02,30:02,50:01,57:03,06:02,07:01
23:01,33:03,35:01,53:01,04:01,04:01
03:01,03:01,14:02,81:01,08:02,08:04
01:02,31:01,44:03,57:03,07:01,14:03
11:01,34:02,07:07,41:02,07:02,unmapped
29:02,unmapped,58:01,78:01,03:04,16:01
unmapped,80:01,15:03,45:01,02:10,04:01
02:01,26:12,14:02,53:01,08:02,16:01
unmapped,80:01,15:03,58:01,07:01,12:03
02:05,23:01,44:03,58:01,04:01,07:01
66:01,unmapped,35:01,35:03,06:02,07:01
29:02,30:02,07:05,42:01,15:05,unmapped
02:02,23:01,07:02,53:01,04:01,15:05
23:01,34:02,07:02,53:01,04:01,07:02
30:02,30:03,08:01,35:01,04:01,07:01
03:01,68:02,07:05,58:02,04:01,06:02
11:01,unmapped,15:03,35:01,02:10,04:01
01:02,23:01,42:01,58:02,06:02,unmapped
68:02,68:02,07:02,18:01,05:01,07:02
03:01,68:01,44:03,58:01,04:01,06:02
02:02,66:02,15:16,58:01,07:01,14:02
23:01,30:02,45:01,57:03,07:01,16:01
30:02,34:02,14:02,81:01,08:02,08:04
32:01,34:02,07:02,15:01,03:03,07:02
34:02,unmapped,44:03,57:02,07:01,unmapped
01:01,02:01,08:01,67:01,07:01,12:03
23:01,unmapped,08:01,58:01,07:01,07:01
68:02,68:02,53:01,57:03,04:01,08:02
02:02,11:01,35:01,40:06,15:02,16:01
02:01,02:01,15:10,39:10,03:04,12:03
02:01,03:01,44:02,57:03,05:01,07:01
23:01,23:01,40:01,44:03,03:04,04:01
02:01,36:01,44:03,53:01,04:01,04:01
02:01,unmapped,07:02,58:01,03:04,07:02
02:01,23:01,07:02,07:05,07:02,15:05
01:01,02:02,15:01,51:01,04:01,16:01
03:01,23:01,07:02,35:01,04:01,07:02
02:01,66:02,49:01,58:01,07:01,07:01
01:01,33:03,58:01,81:01,03:02,unmapped
03:01,30:02,15:03,45:01,02:10,16:01
23:01,68:01,14:02,44:02,05:01,08:02
30:02,68:02,07:02,35:17,04:01,12:03
02:02,24:02,40:02,58:01,03:02,03:05
03:01,74:03,58:02,81:01,06:02,08:04
23:01,33:03,53:01,58:01,04:01,07:01
66:01,68:02,15:16,53:01,04:01,14:02
11:01,36:01,35:01,53:01,04:01,04:01
02:01,unmapped,40:01,45:01,03:04,06:02
30:02,66:01,08:01,45:01,04:01,07:01
03:01,29:02,49:01,58:01,07:01,12:03
23:01,30:01,15:03,42:01,02:10,unmapped
30:01,68:01,15:03,42:01,02:10,unmapped
02:02,26:12,41:01,53:01,04:01,07:01
01:02,23:01,07:02,58:02,06:02,07:02
01:01,23:01,08:01,52:01,07:01,16:01
23:01,32:01,14:02,15:31,04:07,08:02
03:01,34:02,44:03,58:02,04:01,06:02
02:02,30:01,42:02,53:01,04:01,unmapped
03:01,68:02,07:02,53:01,04:01,07:02
02:01,68:02,45:01,57:03,07:01,16:01
24:02,68:02,40:02,45:01,03:04,03:04
03:01,30:02,08:01,42:02,07:01,unmapped
02:01,23:01,08:01,35:01,03:04,16:01
30:01,30:02,15:10,42:01,03:04,unmapped
02:01,23:01,45:01,45:01,16:01,16:01
02:02,33:03,14:01,53:01,04:01,07:05
01:01,02:02,08:01,53:01,04:01,07:01
02:01,68:02,07:02,53:01,04:01,07:02
23:01,33:01,14:02,58:02,06:02,08:02
02:01,34:02,40:01,44:03,03:04,04:01
29:02,33:03,15:16,81:01,14:02,unmapped
02:02,68:02,15:10,42:02,03:04,unmapped
29:02,30:02,45:01,57:03,06:02,08:02
30:01,68:01,42:01,58:02,06:02,unmapped
30:01,36:01,42:01,42:01,unmapped,unmapped
26:01,30:02,45:01,58:01,06:02,07:01
30:01,31:01,07:02,42:01,07:02,unmapped
02:01,30:02,40:01,42:01,03:04,unmapped
01:01,24:02,27:02,40:01,02:02,03:04
03:01,30:01,45:01,53:01,04:01,unmapped
23:01,66:01,45:01,51:01,06:02,unmapped
30:01,30:02,08:01,42:01,07:01,unmapped
66:02,unmapped,14:02,44:03,07:01,08:02
02:01,34:02,49:01,51:01,07:01,16:01
11:01,24:02,07:02,27:05,01:02,07:02
29:02,31:01,40:01,45:01,03:04,16:01
31:01,unmapped,15:03,51:01,02:10,03:04
02:01,30:01,42:01,58:02,06:02,unmapped
02:02,23:01,53:01,58:01,04:01,07:01
23:01,68:02,07:02,53:01,04:01,07:02
34:02,68:02,15:03,15:10,02:10,03:04
03:01,unmapped,35:01,58:02,04:01,06:02
03:01,29:02,07:02,07:02,07:02,07:02
02:01,23:01,07:02,57:01,06:02,07:02
31:01,36:01,51:01,58:01,07:01,15:02
02:02,31:01,40:01,58:01,03:04,03:04
03:01,23:01,07:02,45:01,06:02,07:02
02:01,36:01,49:01,53:01,04:01,07:01
03:01,66:01,44:03,58:02,04:01,06:02
02:05,34:02,07:02,58:01,04:01,07:01
03:01,30:01,51:01,57:04,unmapped,unmapped
03:01,11:01,35:01,51:01,04:01,12:03
02:01,03:01,07:02,49:01,07:01,07:02
29:02,unmapped,15:03,58:01,02:10,03:04
30:01,32:01,07:02,42:01,07:02,unmapped
29:02,29:02,07:02,15:03,02:10,07:02
29:02,30:02,07:02,39:10,07:02,12:03
30:01,66:01,42:01,58:02,06:02,unmapped
34:02,unmapped,51:01,53:01,07:01,16:01
02:01,68:01,45:01,52:01,16:01,16:01
02:02,30:01,42:01,53:01,04:01,unmapped
26:01,30:01,42:01,58:02,04:01,unmapped
01:01,02:01,13:02,57:01,06:02,06:02
03:01,24:02,35:01,55:01,03:03,04:01
01:02,30:01,15:03,42:01,02:10,unmapped
03:01,68:02,35:01,44:03,04:01,04:01
03:01,36:01,40:02,53:01,03:04,04:01
02:01,68:02,15:10,53:01,03:04,04:01
02:01,66:01,15:03,53:01,02:10,04:01
02:02,23:01,15:16,45:01,06:02,14:02
03:01,23:01,15:03,44:03,02:10,04:01
01:01,34:02,07:02,81:01,07:02,08:04
34:02,36:01,07:02,08:01,03:04,07:01
03:01,36:01,14:02,53:01,04:01,08:02
24:02,68:02,40:02,44:03,04:01,15:02
03:01,34:02,53:01,57:03,07:01,08:04
30:02,68:02,53:01,57:03,04:01,unmapped
23:01,30:04,15:03,45:01,02:10,16:01
02:01,36:01,45:01,53:01,04:01,16:01
01:02,36:01,49:01,53:01,04:01,07:01
02:01,23:01,15:03,44:02,02:10,05:01
02:02,23:01,44:03,45:01,04:01,16:01
23:01,30:01,39:06,49:01,07:01,07:02
02:01,24:02,15:10,18:01,06:02,07:04
02:02,34:02,15:16,44:03,04:01,14:02
23:01,34:02,07:02,44:03,04:01,07:02
02:01,66:01,15:10,58:02,03:04,06:02
02:01,03:01,07:02,40:02,02:02,07:02
02:01,30:02,45:01,51:01,16:01,16:01
03:01,23:01,15:03,40:01,02:10,03:04
02:13,33:03,44:03,53:01,04:01,04:01
68:02,68:02,15:16,49:01,03:04,03:04
01:01,02:02,08:01,53:01,04:01,07:01
02:01,66:02,58:01,58:02,06:02,07:01
23:01,30:02,15:17,57:03,05:01,07:01
33:03,68:02,15:16,42:01,14:02,unmapped
03:01,29:02,07:02,35:01,07:01,08:02
30:02,unmapped,27:05,53:01,01:02,04:01
23:01,68:02,15:10,49:01,03:04,07:01
29:02,34:02,35:01,35:01,04:01,07:01
34:02,66:02,35:01,58:01,04:01,07:01
23:01,30:01,27:05,42:01,02:02,unmapped
01:01,68:01,08:01,44:03,07:01,07:01
02:01,30:01,15:10,42:02,03:04,unmapped
03:01,11:01,35:01,53:01,04:01,08:02
66:02,68:01,57:03,58:01,07:01,unmapped
01:02,33:03,58:01,82:01,03:02,03:02
36:01,66:01,15:03,53:01,02:10,04:01
02:01,29:02,15:03,45:01,02:10,06:02
03:01,68:02,07:02,53:01,04:01,07:02
01:01,23:01,08:01,14:03,01:03,08:02
01:02,30:02,15:10,49:01,03:04,07:01
24:02,68:01,15:01,35:05,01:02,04:01
03:01,33:03,53:01,58:02,04:01,06:02
23:01,33:03,14:03,53:01,04:01,08:02
02:01,30:01,08:01,44:02,03:04,05:01
30:01,33:03,18:01,44:03,02:02,07:02
25:01,33:03,18:01,58:01,03:02,12:03
01:01,02:01,37:01,57:03,06:02,07:01
01:01,66:02,08:01,58:01,07:01,07:01
02:01,23:01,44:03,53:01,04:01,08:02
03:01,29:02,14:02,53:01,04:01,08:02
23:01,68:02,07:05,15:03,02:10,04:01
30:02,unmapped,07:05,39:10,07:02,12:03
03:01,26:01,35:01,37:01,04:01,06:02
30:02,33:01,08:01,78:01,07:01,16:01
33:01,68:02,15:10,78:01,03:04,16:01
23:01,33:01,14:01,78:01,08:02,16:01
23:01,29:02,15:03,52:01,04:01,16:01
23:01,36:01,07:02,58:02,06:02,07:02
66:01,unmapped,15:03,58:02,02:10,06:02
03:01,68:02,15:52,53:01,04:01,07:01
23:01,24:02,45:01,81:01,06:02,08:04
11:01,30:02,35:01,44:03,04:01,04:01
23:01,unmapped,35:01,53:01,04:01,04:01
02:01,02:02,07:02,35:01,07:02,16:01
